SL. no,Crop,Season,Temperature in C,Organic Content in %,Moisture in %,fertiliser %,pesticide usage %,estimated quality,Nitrogen %,Phosphorous %,Potassium %,Yield
322,Potato,Kharif & Rabbi,25,57,51,33,33,78,0.076,0.556,0.825,90
323,Potato,Kharif & Rabbi,29,59,51,27,49,77,0.078,0.482,0.73,86
324,Potato,Kharif & Rabbi,34,23,43,61,58,31,0.097,0.443,0.759,57
325,Potato,Kharif & Rabbi,35,52,40,55,44,47,0.065,0.501,0.767,67
326,Potato,Kharif & Rabbi,34,46,61,76,39,52,0.061,0.439,0.617,70
327,Potato,Kharif & Rabbi,26,37,58,77,59,33,0.054,0.518,0.678,62
328,Potato,Kharif & Rabbi,28,24,60,76,47,39,0.118,0.448,0.548,68
329,Potato,Kharif & Rabbi,27,52,56,32,34,82,0.114,0.492,0.781,84
330,Potato,Kharif & Rabbi,25,59,44,47,53,51,0.117,0.559,0.769,73
331,Potato,Kharif & Rabbi,28,55,50,25,41,80,0.062,0.463,0.785,79
332,Potato,Kharif & Rabbi,35,41,39,63,46,49,0.072,0.508,0.761,71
333,Potato,Kharif & Rabbi,25,53,40,52,47,58,0.067,0.551,0.717,63
334,Potato,Kharif & Rabbi,30,40,53,63,49,53,0.089,0.486,0.524,71
335,Potato,Kharif & Rabbi,28,38,48,69,55,31,0.042,0.457,0.618,56
336,Potato,Kharif & Rabbi,25,28,59,59,37,48,0.04,0.462,0.675,60
337,Potato,Kharif & Rabbi,36,50,48,42,53,58,0.138,0.516,0.811,76
338,Potato,Kharif & Rabbi,32,47,60,70,48,51,0.062,0.427,0.751,59
339,Potato,Kharif & Rabbi,33,69,60,26,60,55,0.073,0.531,0.803,78
340,Potato,Kharif & Rabbi,33,62,45,42,45,87,0.083,0.502,0.795,86
341,Potato,Kharif & Rabbi,29,47,52,65,43,55,0.084,0.521,0.696,61
342,Potato,Kharif & Rabbi,32,24,38,66,54,42,0.053,0.539,0.72,59
343,Potato,Kharif & Rabbi,32,24,44,73,35,45,0.052,0.435,0.563,59
344,Potato,Kharif & Rabbi,30,58,63,24,33,80,0.064,0.521,0.799,80
345,Potato,Kharif & Rabbi,28,61,62,25,42,82,0.13,0.59,0.757,76
346,Potato,Kharif & Rabbi,27,69,62,32,43,85,0.095,0.586,0.799,82
347,Potato,Kharif & Rabbi,27,32,37,68,43,50,0.045,0.471,0.763,67
348,Potato,Kharif & Rabbi,36,32,41,75,38,53,0.116,0.41,0.674,68
349,Potato,Kharif & Rabbi,25,33,47,67,37,42,0.092,0.442,0.608,70
350,Potato,Kharif & Rabbi,31,57,38,34,43,79,0.072,0.586,0.763,82
351,Potato,Kharif & Rabbi,33,61,55,31,60,52,0.066,0.542,0.803,81
352,Potato,Kharif & Rabbi,31,70,64,26,34,72,0.065,0.478,0.733,88
353,Potato,Kharif & Rabbi,28,68,68,32,40,80,0.105,0.58,0.795,88
354,Potato,Kharif & Rabbi,30,27,54,62,53,49,0.042,0.49,0.679,60
355,Potato,Kharif & Rabbi,31,65,35,56,51,49,0.085,0.452,0.774,65
356,Potato,Kharif & Rabbi,36,67,37,52,58,49,0.128,0.554,0.722,60
357,Potato,Kharif & Rabbi,36,30,35,58,61,47,0.088,0.5,0.607,63
358,Potato,Kharif & Rabbi,36,25,43,67,48,57,0.073,0.48,0.717,65
359,Potato,Kharif & Rabbi,27,41,50,81,53,31,0.102,0.436,0.755,64
360,Potato,Kharif & Rabbi,27,43,44,72,44,56,0.119,0.526,0.745,68
361,Potato,Kharif & Rabbi,36,55,39,53,50,47,0.081,0.523,0.714,64
362,Potato,Kharif & Rabbi,35,41,44,78,61,38,0.071,0.391,0.761,54
363,Potato,Kharif & Rabbi,26,29,63,62,46,45,0.103,0.377,0.54,71
364,Potato,Kharif & Rabbi,25,69,36,52,53,38,0.064,0.512,0.808,55
365,Potato,Kharif & Rabbi,34,47,48,63,49,56,0.079,0.537,0.756,63
366,Potato,Kharif & Rabbi,25,48,66,76,53,35,0.066,0.516,0.753,52
367,Potato,Kharif & Rabbi,29,59,53,25,46,74,0.06,0.549,0.799,91
368,Potato,Kharif & Rabbi,33,60,50,31,44,75,0.125,0.547,0.747,78
369,Potato,Kharif & Rabbi,26,55,35,45,59,56,0.068,0.515,0.791,71
370,Potato,Kharif & Rabbi,36,46,50,64,42,57,0.051,0.408,0.674,61
371,Potato,Kharif & Rabbi,33,53,56,26,45,82,0.094,0.544,0.723,75
372,Potato,Kharif & Rabbi,25,41,66,68,38,44,0.058,0.495,0.614,62
373,Potato,Kharif & Rabbi,26,54,66,26,45,87,0.067,0.57,0.743,81
374,Potato,Kharif & Rabbi,28,50,59,26,35,86,0.126,0.55,0.806,79
375,Potato,Kharif & Rabbi,29,40,57,80,42,49,0.1,0.466,0.557,61
376,Potato,Kharif & Rabbi,29,53,68,24,42,72,0.133,0.576,0.731,80
377,Potato,Kharif & Rabbi,26,64,48,36,45,83,0.115,0.506,0.808,80
378,Potato,Kharif & Rabbi,29,23,59,68,50,40,0.095,0.44,0.77,73
379,Potato,Kharif & Rabbi,32,48,51,69,51,32,0.114,0.527,0.629,70
380,Potato,Kharif & Rabbi,28,45,52,80,32,41,0.088,0.532,0.563,70
381,Potato,Kharif & Rabbi,32,57,62,28,45,84,0.11,0.46,0.728,80
382,Potato,Kharif & Rabbi,28,65,59,31,35,85,0.133,0.547,0.73,89
383,Potato,Kharif & Rabbi,35,64,53,32,56,43,0.129,0.494,0.727,80
384,Potato,Kharif & Rabbi,33,55,53,31,36,85,0.087,0.498,0.743,83
385,Potato,Kharif & Rabbi,29,59,52,31,41,80,0.073,0.489,0.818,78
386,Potato,Kharif & Rabbi,34,47,62,79,58,45,0.098,0.522,0.616,53
387,Potato,Kharif & Rabbi,36,36,54,59,48,47,0.043,0.505,0.759,68
388,Potato,Kharif & Rabbi,33,43,42,58,43,45,0.09,0.458,0.754,61
389,Potato,Kharif & Rabbi,35,28,36,68,32,52,0.042,0.522,0.74,62
390,Potato,Kharif & Rabbi,35,62,47,47,41,77,0.064,0.525,0.814,91
391,Potato,Kharif & Rabbi,34,65,41,46,41,85,0.139,0.457,0.737,87
392,Potato,Kharif & Rabbi,28,59,65,33,38,74,0.087,0.545,0.814,79
393,Potato,Kharif & Rabbi,25,56,65,25,57,55,0.114,0.483,0.803,71
394,Potato,Kharif & Rabbi,25,39,39,63,51,38,0.1,0.488,0.596,60
395,Potato,Kharif & Rabbi,29,53,45,42,49,78,0.07,0.551,0.776,90
396,Potato,Kharif & Rabbi,36,23,58,68,35,46,0.053,0.488,0.538,70
397,Potato,Kharif & Rabbi,33,66,58,32,50,42,0.078,0.511,0.712,67
398,Potato,Kharif & Rabbi,32,49,45,59,55,42,0.092,0.402,0.576,70
399,Potato,Kharif & Rabbi,35,57,68,29,59,50,0.075,0.539,0.808,70
400,Potato,Kharif & Rabbi,28,41,50,80,36,46,0.069,0.493,0.645,61
401,Potato,Kharif & Rabbi,34,57,35,37,38,80,0.073,0.498,0.73,75
402,Potato,Kharif & Rabbi,27,37,58,66,40,44,0.091,0.434,0.712,71
403,Potato,Kharif & Rabbi,29,69,65,30,41,83,0.092,0.579,0.784,83
404,Potato,Kharif & Rabbi,32,39,64,77,36,56,0.069,0.436,0.538,59
405,Potato,Kharif & Rabbi,32,36,63,67,33,46,0.067,0.371,0.692,67
406,Potato,Kharif & Rabbi,31,50,61,30,56,53,0.135,0.558,0.801,78
407,Potato,Kharif & Rabbi,31,48,52,61,34,43,0.096,0.525,0.662,69
408,Potato,Kharif & Rabbi,31,30,58,59,45,57,0.056,0.54,0.735,65
409,Potato,Kharif & Rabbi,31,34,42,65,51,33,0.095,0.425,0.63,56
410,Potato,Kharif & Rabbi,29,63,64,33,37,73,0.1,0.552,0.802,77
411,Potato,Kharif & Rabbi,27,58,34,34,43,81,0.127,0.482,0.822,78
412,Potato,Kharif & Rabbi,27,27,44,76,45,46,0.101,0.392,0.745,70
413,Potato,Kharif & Rabbi,32,61,60,27,57,54,0.103,0.524,0.782,79
414,Potato,Kharif & Rabbi,33,38,47,60,53,34,0.06,0.402,0.673,55
415,Potato,Kharif & Rabbi,34,39,38,76,61,41,0.119,0.43,0.59,72
416,Potato,Kharif & Rabbi,26,53,61,32,61,60,0.117,0.483,0.725,76
417,Potato,Kharif & Rabbi,25,50,61,29,39,86,0.114,0.593,0.75,79
418,Potato,Kharif & Rabbi,32,26,57,77,46,43,0.093,0.449,0.613,60
419,Potato,Kharif & Rabbi,35,35,68,73,49,47,0.088,0.392,0.575,59
420,Potato,Kharif & Rabbi,28,28,48,71,48,44,0.094,0.421,0.699,64
421,Potato,Kharif & Rabbi,30,63,37,43,55,51,0.11,0.514,0.83,74
422,Potato,Kharif & Rabbi,25,49,49,78,35,43,0.08,0.496,0.757,71
423,Potato,Kharif & Rabbi,28,55,65,31,43,85,0.062,0.547,0.79,86
424,Potato,Kharif & Rabbi,30,56,34,51,52,36,0.137,0.548,0.734,67
425,Potato,Kharif & Rabbi,36,25,42,72,58,35,0.076,0.394,0.768,63
426,Potato,Kharif & Rabbi,28,28,66,61,34,50,0.107,0.432,0.529,64
427,Potato,Kharif & Rabbi,32,53,46,39,39,78,0.102,0.55,0.787,83
428,Potato,Kharif & Rabbi,25,62,66,27,56,48,0.083,0.595,0.778,67
429,Potato,Kharif & Rabbi,27,62,54,25,57,58,0.112,0.518,0.72,78
430,Potato,Kharif & Rabbi,36,57,36,56,61,39,0.086,0.55,0.8,61
431,Potato,Kharif & Rabbi,30,35,59,72,58,32,0.109,0.432,0.591,69
432,Potato,Kharif & Rabbi,28,46,34,61,46,50,0.065,0.399,0.704,68
433,Potato,Kharif & Rabbi,30,70,55,29,38,73,0.064,0.453,0.732,88
434,Potato,Kharif & Rabbi,35,68,36,42,57,60,0.102,0.584,0.826,78
435,Potato,Kharif & Rabbi,31,38,34,62,56,43,0.068,0.507,0.733,52
436,Potato,Kharif & Rabbi,25,30,53,80,45,45,0.058,0.469,0.662,58
437,Potato,Kharif & Rabbi,34,32,64,80,56,34,0.12,0.536,0.741,53
438,Potato,Kharif & Rabbi,27,38,43,62,44,42,0.089,0.494,0.603,60
439,Potato,Kharif & Rabbi,27,61,41,38,56,43,0.108,0.6,0.752,81
440,Potato,Kharif & Rabbi,27,67,34,36,57,56,0.135,0.515,0.758,77
441,Potato,Kharif & Rabbi,25,48,61,69,57,44,0.068,0.52,0.566,59
442,Potato,Kharif & Rabbi,25,42,48,80,59,31,0.08,0.503,0.54,65
443,Potato,Kharif & Rabbi,34,63,49,38,54,54,0.124,0.56,0.825,70
444,Potato,Kharif & Rabbi,26,62,51,26,55,48,0.073,0.583,0.82,72
445,Potato,Kharif & Rabbi,34,30,48,64,42,55,0.083,0.505,0.696,64
446,Potato,Kharif & Rabbi,34,45,44,63,51,33,0.068,0.401,0.739,66
447,Potato,Kharif & Rabbi,30,28,63,71,38,40,0.045,0.478,0.602,71
448,Potato,Kharif & Rabbi,30,60,54,30,48,74,0.075,0.512,0.773,89
449,Potato,Kharif & Rabbi,28,67,41,48,42,72,0.078,0.496,0.79,78
450,Potato,Kharif & Rabbi,29,40,66,77,33,43,0.107,0.423,0.769,59
451,Potato,Kharif & Rabbi,25,63,41,39,54,59,0.096,0.586,0.822,73
452,Potato,Kharif & Rabbi,35,32,65,69,48,47,0.1,0.523,0.661,60
453,Potato,Kharif & Rabbi,33,67,66,27,45,87,0.065,0.558,0.812,91
454,Potato,Kharif & Rabbi,35,34,37,80,38,44,0.041,0.41,0.697,66
455,Potato,Kharif & Rabbi,35,49,60,63,57,37,0.04,0.53,0.653,52
456,Potato,Kharif & Rabbi,26,32,39,58,36,55,0.061,0.431,0.767,60
457,Potato,Kharif & Rabbi,30,39,60,69,51,31,0.084,0.515,0.635,71
458,Potato,Kharif & Rabbi,34,42,53,79,55,42,0.065,0.435,0.594,54
459,Potato,Kharif & Rabbi,26,66,34,56,35,53,0.066,0.468,0.711,66
460,Potato,Kharif & Rabbi,36,36,55,64,61,39,0.063,0.449,0.694,69
461,Potato,Kharif & Rabbi,34,55,47,56,46,52,0.067,0.455,0.826,70
462,Potato,Kharif & Rabbi,31,51,47,43,58,55,0.14,0.546,0.821,73
463,Potato,Kharif & Rabbi,26,69,63,27,39,87,0.061,0.49,0.769,85
464,Potato,Kharif & Rabbi,27,60,41,40,54,56,0.091,0.513,0.823,80
465,Potato,Kharif & Rabbi,34,71,58,30,43,76,0.124,0.584,0.795,75
466,Potato,Kharif & Rabbi,36,36,66,75,60,44,0.092,0.423,0.639,51
467,Potato,Kharif & Rabbi,28,51,61,33,43,85,0.117,0.578,0.802,82
468,Potato,Kharif & Rabbi,29,65,63,33,60,57,0.125,0.597,0.785,71
469,Potato,Kharif & Rabbi,33,51,38,37,42,86,0.133,0.552,0.744,81
470,Potato,Kharif & Rabbi,35,43,49,62,37,46,0.097,0.51,0.623,58
471,Potato,Kharif & Rabbi,29,50,59,27,36,74,0.067,0.52,0.797,81
472,Potato,Kharif & Rabbi,36,61,59,28,32,81,0.14,0.468,0.762,83
473,Potato,Kharif & Rabbi,26,49,37,79,55,34,0.048,0.501,0.65,64
474,Potato,Kharif & Rabbi,30,26,56,78,42,47,0.043,0.539,0.72,58
475,Potato,Kharif & Rabbi,26,41,47,66,55,38,0.053,0.419,0.648,68
476,Potato,Kharif & Rabbi,25,67,36,38,36,84,0.086,0.575,0.767,83
477,Potato,Kharif & Rabbi,34,71,50,24,49,72,0.094,0.574,0.808,74
478,Potato,Kharif & Rabbi,34,55,58,25,35,72,0.123,0.463,0.814,85
479,Potato,Kharif & Rabbi,29,25,60,73,59,47,0.066,0.537,0.552,66
480,Potato,Kharif & Rabbi,27,50,66,25,45,86,0.104,0.494,0.721,87
481,Potato,Kharif & Rabbi,28,45,46,60,46,49,0.049,0.473,0.72,59
482,Potato,Kharif & Rabbi,33,61,54,26,59,47,0.086,0.462,0.8,71
483,Potato,Kharif & Rabbi,35,60,38,49,50,56,0.125,0.517,0.754,79
484,Potato,Kharif & Rabbi,28,56,64,26,58,46,0.06,0.496,0.788,69
485,Potato,Kharif & Rabbi,34,31,49,72,57,34,0.047,0.452,0.657,63
486,Potato,Kharif & Rabbi,35,63,61,32,52,58,0.115,0.515,0.744,69
487,Potato,Kharif & Rabbi,32,65,46,46,33,80,0.109,0.471,0.736,86
488,Potato,Kharif & Rabbi,32,63,37,45,54,49,0.113,0.493,0.803,76
489,Potato,Kharif & Rabbi,26,44,43,77,52,32,0.093,0.475,0.746,53
490,Potato,Kharif & Rabbi,31,23,35,79,34,40,0.11,0.392,0.583,61
491,Potato,Kharif & Rabbi,30,44,51,79,60,41,0.056,0.487,0.56,53
492,Potato,Kharif & Rabbi,25,30,61,72,58,40,0.08,0.387,0.523,72
493,Potato,Kharif & Rabbi,33,32,60,77,54,36,0.056,0.517,0.746,65
494,Potato,Kharif & Rabbi,25,24,54,80,57,49,0.064,0.423,0.558,52
495,Potato,Kharif & Rabbi,35,41,44,58,51,40,0.042,0.395,0.547,59
496,Potato,Kharif & Rabbi,27,59,65,31,38,74,0.07,0.585,0.787,81
497,Potato,Kharif & Rabbi,34,66,45,41,50,61,0.097,0.466,0.822,70
498,Potato,Kharif & Rabbi,33,46,44,66,58,33,0.046,0.409,0.726,60
499,Potato,Kharif & Rabbi,28,31,53,62,41,55,0.119,0.421,0.545,70
500,Potato,Kharif & Rabbi,32,51,59,25,32,84,0.098,0.546,0.815,89
501,Potato,Kharif & Rabbi,35,46,45,64,47,55,0.109,0.404,0.704,66
502,Potato,Kharif & Rabbi,30,37,42,71,54,36,0.097,0.454,0.532,54
503,Potato,Kharif & Rabbi,34,27,36,64,45,48,0.099,0.446,0.725,68
504,Potato,Kharif & Rabbi,36,70,62,29,33,78,0.139,0.552,0.726,90
505,Potato,Kharif & Rabbi,36,29,60,64,42,41,0.107,0.518,0.68,61
506,Potato,Kharif & Rabbi,35,47,46,67,58,39,0.093,0.434,0.747,51
507,Potato,Kharif & Rabbi,34,38,51,67,37,41,0.11,0.429,0.755,69
508,Potato,Kharif & Rabbi,27,71,58,31,46,75,0.138,0.54,0.717,81
509,Potato,Kharif & Rabbi,33,35,61,62,55,42,0.072,0.43,0.747,52
510,Potato,Kharif & Rabbi,25,52,56,28,54,53,0.12,0.499,0.821,81
511,Potato,Kharif & Rabbi,32,30,58,67,40,39,0.094,0.499,0.64,58
512,Potato,Kharif & Rabbi,25,43,61,81,46,56,0.111,0.513,0.575,66
513,Potato,Kharif & Rabbi,29,48,50,64,42,44,0.099,0.474,0.625,67
514,Potato,Kharif & Rabbi,31,61,42,36,40,79,0.116,0.492,0.815,88
515,Potato,Kharif & Rabbi,32,24,43,67,48,42,0.051,0.376,0.647,69
516,Potato,Kharif & Rabbi,25,56,36,46,35,81,0.093,0.466,0.774,87
517,Potato,Kharif & Rabbi,30,39,37,67,40,48,0.119,0.375,0.656,61
518,Potato,Kharif & Rabbi,32,70,40,39,41,85,0.102,0.594,0.72,90
519,Potato,Kharif & Rabbi,32,56,38,47,43,76,0.123,0.511,0.749,83
520,Potato,Kharif & Rabbi,34,58,38,50,36,72,0.111,0.583,0.827,68
521,Potato,Kharif & Rabbi,25,67,57,31,48,76,0.122,0.476,0.794,87
522,Potato,Kharif & Rabbi,31,27,56,78,55,39,0.095,0.493,0.613,60
523,Potato,Kharif & Rabbi,27,48,64,72,43,48,0.118,0.476,0.623,70
524,Potato,Kharif & Rabbi,33,67,64,28,52,50,0.094,0.537,0.783,71
525,Potato,Kharif & Rabbi,28,54,56,31,36,86,0.072,0.547,0.767,78
526,Potato,Kharif & Rabbi,31,44,38,79,49,56,0.087,0.432,0.718,68
527,Potato,Kharif & Rabbi,32,42,51,65,51,30,0.108,0.452,0.54,59
528,Potato,Kharif & Rabbi,28,69,59,31,58,43,0.094,0.523,0.728,69
529,Potato,Kharif & Rabbi,27,70,58,25,35,82,0.071,0.544,0.806,90
530,Potato,Kharif & Rabbi,31,54,43,35,38,84,0.087,0.561,0.769,75
531,Potato,Kharif & Rabbi,30,28,47,58,50,40,0.072,0.42,0.595,64
532,Potato,Kharif & Rabbi,34,51,54,28,35,83,0.063,0.493,0.829,77
533,Potato,Kharif & Rabbi,30,69,50,24,40,82,0.069,0.585,0.745,82
534,Potato,Kharif & Rabbi,32,32,65,59,35,50,0.111,0.526,0.743,71
535,Potato,Kharif & Rabbi,28,63,49,38,42,76,0.076,0.58,0.819,85
536,Potato,Kharif & Rabbi,32,64,47,53,33,59,0.096,0.491,0.791,66
537,Potato,Kharif & Rabbi,33,46,61,71,34,45,0.068,0.379,0.546,64
538,Potato,Kharif & Rabbi,30,68,65,29,36,78,0.065,0.49,0.816,88
539,Potato,Kharif & Rabbi,31,52,68,25,47,80,0.118,0.576,0.724,78
540,Potato,Kharif & Rabbi,33,28,43,70,35,51,0.114,0.465,0.757,58
541,Potato,Kharif & Rabbi,35,66,41,37,34,82,0.07,0.537,0.787,87
542,Potato,Kharif & Rabbi,34,48,38,71,59,44,0.064,0.502,0.753,63
543,Potato,Kharif & Rabbi,27,57,42,48,51,57,0.091,0.466,0.743,80
544,Potato,Kharif & Rabbi,25,39,36,61,56,35,0.099,0.376,0.74,61
545,Potato,Kharif & Rabbi,31,33,60,72,51,30,0.075,0.466,0.551,72
546,Potato,Kharif & Rabbi,34,26,35,62,39,54,0.079,0.436,0.598,62
547,Potato,Kharif & Rabbi,28,31,42,75,36,42,0.087,0.494,0.733,58
548,Potato,Kharif & Rabbi,29,54,63,29,47,85,0.102,0.597,0.817,86
549,Potato,Kharif & Rabbi,28,62,35,50,59,52,0.069,0.527,0.809,66
550,Potato,Kharif & Rabbi,26,50,50,26,60,58,0.097,0.58,0.776,71
551,Potato,Kharif & Rabbi,32,70,39,56,43,52,0.095,0.513,0.791,66
552,Potato,Kharif & Rabbi,25,47,68,58,58,31,0.106,0.514,0.711,54
553,Potato,Kharif & Rabbi,27,45,38,80,37,53,0.05,0.395,0.743,59
554,Potato,Kharif & Rabbi,33,63,51,31,60,53,0.075,0.457,0.788,75
555,Potato,Kharif & Rabbi,29,52,52,27,32,81,0.098,0.48,0.732,76
556,Potato,Kharif & Rabbi,31,33,59,78,57,48,0.105,0.421,0.712,65
557,Potato,Kharif & Rabbi,32,66,39,45,51,53,0.078,0.569,0.775,69
558,Potato,Kharif & Rabbi,27,62,42,43,61,54,0.139,0.501,0.74,67
559,Potato,Kharif & Rabbi,29,35,50,64,52,30,0.045,0.536,0.529,65
560,Potato,Kharif & Rabbi,31,37,67,78,35,40,0.088,0.515,0.756,58
561,Potato,Kharif & Rabbi,27,33,44,72,42,39,0.076,0.455,0.697,67
562,Potato,Kharif & Rabbi,35,57,67,24,39,75,0.096,0.524,0.772,77
563,Potato,Kharif & Rabbi,33,42,43,66,52,43,0.061,0.373,0.521,62
564,Potato,Kharif & Rabbi,32,34,37,68,37,39,0.043,0.414,0.528,62
565,Potato,Kharif & Rabbi,30,69,65,29,50,44,0.076,0.503,0.8,79
566,Potato,Kharif & Rabbi,28,32,57,64,61,44,0.07,0.429,0.667,53
567,Potato,Kharif & Rabbi,30,37,40,65,34,47,0.082,0.384,0.667,67
568,Potato,Kharif & Rabbi,28,38,52,78,41,41,0.112,0.492,0.573,60
569,Potato,Kharif & Rabbi,36,28,61,60,44,42,0.086,0.527,0.584,66
570,Potato,Kharif & Rabbi,28,59,64,30,35,75,0.131,0.504,0.768,86
571,Potato,Kharif & Rabbi,35,60,55,26,52,50,0.086,0.546,0.816,67
572,Potato,Kharif & Rabbi,30,48,51,68,57,33,0.09,0.405,0.613,71
573,Potato,Kharif & Rabbi,29,59,36,35,54,56,0.071,0.525,0.801,79
574,Potato,Kharif & Rabbi,31,39,43,67,35,48,0.058,0.423,0.71,71
575,Potato,Kharif & Rabbi,30,36,60,62,48,55,0.047,0.436,0.616,64
576,Potato,Kharif & Rabbi,28,62,67,30,51,46,0.119,0.464,0.826,75
577,Potato,Kharif & Rabbi,33,71,46,49,47,84,0.122,0.498,0.777,74
578,Potato,Kharif & Rabbi,26,71,67,28,32,84,0.119,0.509,0.73,82
579,Potato,Kharif & Rabbi,26,49,41,80,47,50,0.113,0.453,0.768,67
580,Potato,Kharif & Rabbi,28,37,55,70,51,40,0.107,0.491,0.708,59
581,Potato,Kharif & Rabbi,27,49,42,65,53,42,0.09,0.494,0.582,69
582,Potato,Kharif & Rabbi,36,59,55,26,35,78,0.094,0.589,0.75,91
583,Potato,Kharif & Rabbi,28,46,56,79,54,43,0.113,0.43,0.714,53
584,Potato,Kharif & Rabbi,29,52,42,45,52,53,0.067,0.527,0.825,73
585,Potato,Kharif & Rabbi,30,27,63,72,53,34,0.061,0.53,0.749,67
586,Potato,Kharif & Rabbi,36,50,49,45,54,56,0.124,0.516,0.8,69
587,Potato,Kharif & Rabbi,30,71,49,56,35,47,0.082,0.484,0.778,66
588,Potato,Kharif & Rabbi,34,46,36,80,53,35,0.071,0.43,0.685,68
589,Potato,Kharif & Rabbi,28,49,53,74,40,52,0.047,0.388,0.587,62
590,Potato,Kharif & Rabbi,34,50,46,41,40,74,0.093,0.552,0.812,83
591,Potato,Kharif & Rabbi,26,54,39,47,39,78,0.099,0.527,0.753,91
592,Potato,Kharif & Rabbi,35,25,39,68,39,52,0.047,0.52,0.63,59
593,Potato,Kharif & Rabbi,34,53,38,35,36,87,0.07,0.524,0.768,74
594,Potato,Kharif & Rabbi,34,39,68,78,35,57,0.111,0.515,0.654,71
595,Potato,Kharif & Rabbi,25,46,36,65,49,55,0.052,0.374,0.708,64
596,Potato,Kharif & Rabbi,30,31,55,79,44,55,0.104,0.382,0.715,62
597,Potato,Kharif & Rabbi,25,36,61,73,34,50,0.119,0.499,0.583,70
598,Potato,Kharif & Rabbi,35,64,40,43,55,49,0.105,0.507,0.827,68
599,Potato,Kharif & Rabbi,33,60,39,41,34,85,0.129,0.529,0.776,83
600,Potato,Kharif & Rabbi,25,25,43,73,47,57,0.069,0.463,0.572,66
601,Potato,Kharif & Rabbi,34,54,62,26,36,82,0.092,0.491,0.783,88
602,Potato,Kharif & Rabbi,35,46,59,79,51,48,0.047,0.407,0.576,70
603,Potato,Kharif & Rabbi,28,45,61,75,56,33,0.047,0.502,0.734,61
604,Potato,Kharif & Rabbi,36,69,46,50,37,74,0.101,0.459,0.786,68
605,Potato,Kharif & Rabbi,27,66,55,29,45,83,0.122,0.45,0.78,78
606,Potato,Kharif & Rabbi,28,47,34,63,32,46,0.069,0.51,0.575,68
607,Potato,Kharif & Rabbi,35,38,60,79,50,36,0.073,0.435,0.563,51
608,Potato,Kharif & Rabbi,35,36,40,59,41,42,0.084,0.474,0.566,67
609,Potato,Kharif & Rabbi,29,33,44,74,58,34,0.08,0.48,0.747,56
610,Potato,Kharif & Rabbi,29,40,56,72,39,56,0.096,0.494,0.577,61
611,Potato,Kharif & Rabbi,31,38,61,81,54,38,0.097,0.41,0.731,66
612,Potato,Kharif & Rabbi,31,35,63,74,53,46,0.104,0.378,0.576,55
613,Potato,Kharif & Rabbi,28,30,68,60,56,43,0.114,0.457,0.67,54
614,Potato,Kharif & Rabbi,33,26,59,64,49,44,0.075,0.513,0.648,67
615,Potato,Kharif & Rabbi,30,61,64,29,52,45,0.09,0.591,0.801,75
616,Potato,Kharif & Rabbi,29,43,45,71,53,47,0.06,0.402,0.734,53
617,Potato,Kharif & Rabbi,31,66,60,27,47,80,0.129,0.59,0.751,88
618,Potato,Kharif & Rabbi,36,36,37,67,61,37,0.052,0.529,0.685,72
619,Potato,Kharif & Rabbi,28,57,52,33,50,56,0.094,0.495,0.798,71
620,Potato,Kharif & Rabbi,28,52,59,29,33,78,0.124,0.552,0.789,78
621,Potato,Kharif & Rabbi,27,45,43,80,48,52,0.1,0.413,0.523,63
622,Potato,Kharif & Rabbi,32,43,38,64,44,44,0.072,0.457,0.543,68
623,Potato,Kharif & Rabbi,36,36,41,62,57,42,0.113,0.436,0.649,69
624,Potato,Kharif & Rabbi,25,71,49,48,56,57,0.103,0.474,0.711,72
625,Potato,Kharif & Rabbi,30,59,63,26,56,57,0.091,0.577,0.733,67
626,Potato,Kharif & Rabbi,25,35,64,66,55,35,0.084,0.456,0.732,64
627,Potato,Kharif & Rabbi,29,32,46,58,58,39,0.074,0.382,0.682,63
628,Potato,Kharif & Rabbi,32,55,43,43,36,77,0.134,0.59,0.738,83
629,Potato,Kharif & Rabbi,31,62,47,50,38,73,0.076,0.506,0.826,69
630,Potato,Kharif & Rabbi,32,25,59,60,37,53,0.052,0.522,0.565,69
631,Potato,Kharif & Rabbi,28,52,56,29,43,78,0.122,0.47,0.76,76
632,Potato,Kharif & Rabbi,32,39,53,75,60,44,0.112,0.477,0.631,51
633,Potato,Kharif & Rabbi,34,68,65,26,32,85,0.091,0.493,0.793,80
634,Potato,Kharif & Rabbi,33,66,59,24,39,87,0.13,0.504,0.747,75
635,Potato,Kharif & Rabbi,36,43,44,62,33,49,0.078,0.515,0.672,68
636,Potato,Kharif & Rabbi,31,25,36,58,61,45,0.112,0.509,0.712,58
637,Potato,Kharif & Rabbi,29,34,40,65,41,47,0.058,0.388,0.627,68
638,Potato,Kharif & Rabbi,30,54,51,28,35,86,0.071,0.497,0.747,91
639,Potato,Kharif & Rabbi,25,25,53,64,40,52,0.08,0.533,0.653,70
640,Potato,Kharif & Rabbi,33,43,63,61,34,51,0.068,0.377,0.693,68
641,Potato,Kharif & Rabbi,34,42,57,68,44,43,0.109,0.379,0.73,60
642,Potato,Kharif & Rabbi,34,37,64,63,51,43,0.084,0.389,0.765,53
643,Potato,Kharif & Rabbi,33,52,44,52,45,55,0.111,0.561,0.714,70
644,Potato,Kharif & Rabbi,29,53,68,26,39,73,0.132,0.569,0.76,88
